9.151887337169546666e-03,3.913833778087171672e-02,1.162364665579716794e-02,1.184154550432235664e-01,1.053591650162262194e-01,2.186879388594082652e-01,7.226011619914930739e-02,8.105986434159809240e-02,3.443035887665561456e-01
4.917564852027767920e-03,2.943954755815369681e-02,5.439730239922055573e-03,1.339026915113871730e-01,1.334589270490804946e-01,2.840046888320545415e-01,7.217414139568871512e-02,9.082899464133480094e-02,2.458337139203507493e-01
3.726959228515625000e-02,5.599212646484375000e-02,2.481842041015625000e-02,4.132080078125000000e-02,6.373977661132812500e-02,6.165695190429687500e-02,3.577423095703125000e-02,5.228424072265625000e-02,6.271438598632812500e-01
4.125429530729481098e-02,6.378957584660178981e-02,4.544976129895338807e-02,9.938078718883613938e-02,1.136857999108149969e-01,1.295599113396112556e-01,8.827987697715289350e-02,8.855038297090994659e-02,3.300496091598247861e-01
2.715795487003713066e-02,6.101113967437874624e-02,4.450157097972008008e-02,1.249357326478149066e-01,2.115281348186232591e-01,1.789031705227077940e-01,1.003541845187089360e-01,6.888317623536133194e-02,1.827249357326478085e-01
1.239608918849465988e-02,3.822364056869318599e-02,2.542117121155075890e-02,1.250037351118441775e-01,2.015048018597868917e-01,2.513386640849573639e-01,8.059773741864927066e-02,6.474144061769786240e-02,2.007727199383258221e-01
5.781420323791836664e-04,9.181234607775848669e-03,7.682990835318341842e-04,1.151063829787234011e-01,1.342056603011829441e-01,3.272647260688764104e-01,3.795308651943962025e-02,8.687674108764988079e-02,2.880657273204408897e-01
2.394692347276336161e-02,5.745056237594647897e-02,4.253350976500281516e-02,1.290401627092062908e-01,2.321179151657722650e-01,1.925984464211325797e-01,9.422553848415790578e-02,6.683574701658948070e-02,1.612511945894287979e-01
2.561771703983893589e-02,5.920322127997071360e-02,4.259654688548594054e-02,1.287596851930937758e-01,2.188945152827771468e-01,1.941248245988652366e-01,9.756573729485693014e-02,6.807394301750960275e-02,1.651638094076017249e-01
2.259361090904607461e-02,5.457605385478442317e-02,4.191993292810731325e-02,1.314991307778613505e-01,2.337960965144808834e-01,2.005683849729369972e-01,9.801866669954505118e-02,6.375528622683615532e-02,1.532728371164018000e-01
1.256275177001953125e-02,3.565788269042968750e-02,2.180290222167968750e-02,9.335803985595703125e-02,1.635007858276367188e-01,1.803455352783203125e-01,6.635475158691406250e-02,4.315185546875000000e-02,3.832654953002929688e-01
9.128041559000861158e-03,3.472895133505598392e-02,2.324572028423772460e-02,1.077364610249784693e-01,2.088817560292851039e-01,2.798267926356589053e-01,8.464551033591731499e-02,5.459329242032730234e-02,1.972134743755383224e-01
3.998671921239154922e-03,2.644164837227069159e-02,5.945262278898760626e-03,1.151467974905677899e-01,1.211679394088124723e-01,3.030617989692954151e-01,6.495186084636520030e-02,7.251169379271237003e-02,2.867743269198381739e-01
3.292777021090487199e-02,6.964145781565821147e-02,4.865694208311935332e-02,1.289799181927117622e-01,1.410964841862988872e-01,1.593136863997244024e-01,1.115364154429420579e-01,7.696590725034015146e-02,2.308814184183002882e-01
1.575565338134765625e-02,4.767608642578125000e-02,2.221965789794921875e-02,1.147947311401367188e-01,1.554422378540039062e-01,2.258577346801757812e-01,8.602428436279296875e-02,7.135868072509765625e-02,2.608709335327148438e-01
1.098319502714708781e-02,3.915022673988154123e-02,2.072182718410661359e-02,1.126006447433366281e-01,1.656897828232971326e-01,2.297437993583415494e-01,8.297696353652517232e-02,6.403859205330700299e-02,2.740949685340572373e-01
5.374734243311934251e-02,1.300467801023552916e-01,5.019988019307612681e-02,8.443618030595780033e-02,8.221793433472530943e-02,1.020012257702615638e-01,8.544077521312475054e-02,1.256847346588272907e-01,2.862251469885525590e-01
2.265844680861373028e-02,5.423555804642163358e-02,3.782679830929773501e-02,1.432073920578340320e-01,1.120566711513023422e-01,1.987310042299859081e-01,1.239770266057876047e-01,6.497364940055010141e-02,2.423334533902068988e-01
2.464438768421840266e-03,1.804832693890201165e-02,4.845518376420044487e-03,1.047504034369623055e-01,1.898301824283164518e-01,2.931527930662277681e-01,5.963172350407711791e-02,6.612305094527150262e-02,2.611535625354009515e-01
2.762270593256508852e-03,1.897737942808365441e-02,4.000000000000000083e-03,9.832180964575330806e-02,1.481877934272300412e-01,2.804865556978233254e-01,5.617755014938113217e-02,6.726077678190353626e-02,3.238258642765685091e-01
6.743336420705979550e-02,8.031028095091077845e-02,6.447463208809303681e-02,9.672481218483071352e-02,1.520273747041267776e-01,1.156092415354533359e-01,8.386075949367088889e-02,8.625347329422661247e-02,2.533060615416280470e-01
6.405515226224718639e-02,8.213486736976670366e-02,5.524357393964297175e-02,9.369721042779527442e-02,1.540085832990914505e-01,1.132150846915947612e-01,8.239738848559557960e-02,8.679176368533990382e-02,2.684563758389261756e-01
6.814577865266841297e-03,2.628431211723534708e-02,1.679379921259842659e-02,9.662415244969378703e-02,1.616018700787401619e-01,2.811987368766404316e-01,7.125574146981626666e-02,5.098630249343832216e-02,2.884405074365704036e-01
5.958508403361344880e-02,7.509978991596638620e-02,5.977415966386554619e-02,1.037552521008403422e-01,1.660241596638655504e-01,1.249894957983193333e-01,8.512079831932772844e-02,8.193277310924369783e-02,2.437184873949579944e-01
2.549544492897543382e-02,4.156772160096714602e-02,4.027244074090065296e-02,1.335218686585207815e-01,2.578148611890678232e-01,2.068833383705366846e-01,7.956802383316782801e-02,5.958291956305859088e-02,1.552933811148050625e-01
1.167344616353114921e-02,4.133979806784339461e-02,3.006938895749093968e-02,1.504029361678086985e-01,2.282299460061499585e-01,2.418247540414679153e-01,9.424156396536000069e-02,5.381326521553150138e-02,1.484049014148164369e-01
1.320861678004535064e-02,4.519954648526076924e-02,2.463038548752834525e-02,1.303174603174603041e-01,2.189931972789115611e-01,2.238390022675736946e-01,9.004081632653061773e-02,6.704988662131519672e-02,1.867210884353741607e-01
8.621513639578673796e-03,4.273527556345701334e-02,1.230190590889105456e-02,1.282306780600638574e-01,1.032172965533061926e-01,2.347986083232972143e-01,7.893129552101851854e-02,8.963028808472404962e-02,3.015331383456634207e-01
1.660622653664171194e-02,5.821319353429445231e-02,3.154317628155289821e-02,1.333491606874440127e-01,1.268682756884436380e-01,2.045491147788613129e-01,1.014190935276303024e-01,7.796036312207980934e-02,2.494913958430518830e-01
4.157641264791126640e-02,7.017476955261608973e-02,5.715313037982958783e-02,1.231558761358931275e-01,1.699721066050687568e-01,1.485693739240340761e-01,9.846041535008390189e-02,7.217306979886246865e-02,2.187648456057007251e-01
3.449180015255530474e-02,6.547648658508274655e-02,4.886329718435976355e-02,1.228785278413424831e-01,1.660002736046164440e-01,1.598058236328060155e-01,9.974339203396014042e-02,7.118072828574270594e-02,2.315596706795343684e-01
2.343641417651146780e-02,5.511543510153656122e-02,4.359701953517102629e-02,1.422453864566442794e-01,1.856655856690603013e-01,1.883418268859547440e-01,1.040587599413172748e-01,6.417226468998532551e-02,1.933673075438190059e-01
8.717814274383828971e-03,2.839677835778546891e-02,2.224087981230316730e-02,1.017963276995523247e-01,1.935009640369420303e-01,2.326199570580446407e-01,7.275243332216090042e-02,4.554701214918845109e-02,2.944278332896391737e-01
3.575882370000869892e-02,6.671736554860593915e-02,5.081703611328622361e-02,1.253583562391311634e-01,1.676758107256062780e-01,1.588872884368954796e-01,1.000830301604641037e-01,7.259070212580841230e-02,2.221115869501937290e-01
2.150725041829336381e-02,5.348577802565532974e-02,4.408812046848856886e-02,1.305772448410485176e-01,2.454196876742889000e-01,2.095719464584495373e-01,9.182933630786391244e-02,6.058282208588956774e-02,1.429378137200223164e-01
4.946976744186046271e-02,7.666046511627906679e-02,1.046511627906976730e-02,6.303720930232557806e-02,4.033488372093023411e-02,1.098558139534883682e-01,4.441860465116279078e-02,9.690697674418605190e-02,5.088511627906976420e-01
1.781492661205407932e-02,6.031227234099765383e-02,3.189655613353997721e-02,1.418515522644786531e-01,1.434883953734941153e-01,2.125148606297618814e-01,1.176627216124523090e-01,6.548855758909619129e-02,2.089701574441251153e-01
1.560904120399075543e-02,5.989778855006294006e-02,2.723409052477312325e-02,1.340281457264716480e-01,1.274464047498262143e-01,2.116656332788456052e-01,1.107772955301279533e-01,7.951261672585160922e-02,2.338289837100501756e-01
1.488147722190275371e-02,5.755031627372052955e-02,2.339339339339339269e-02,1.263491150725193357e-01,1.225602197942623484e-01,2.220235128745766950e-01,9.931314293016420269e-02,8.265286563158903699e-02,2.512759568078716810e-01
5.091193912946178658e-03,2.510163738763940278e-02,1.175823356085188912e-02,1.015627913915930075e-01,1.858752004774159861e-01,2.783465741673193938e-01,6.716459662078996806e-02,6.196150833613069120e-02,2.631382641453134941e-01
8.932872093532426283e-03,3.205661527682809181e-02,2.088042010098322201e-02,1.102529296250012586e-01,1.793075339951024083e-01,2.680804766893132296e-01,8.047332096025006098e-02,5.676011600607650670e-02,2.432557152529127853e-01
